id,age,sex,sleep,stress,shift,fatigue,fatigue_label,sex_label,age_group
78931,56,1.0,6.88,6.5,1,1,Sedang,Male,Senior (>45)
78932,25,1.0,5.61,7.2,1,1,Sedang,Male,Muda (<30)
78933,48,0.0,5.78,7.1,1,1,Sedang,Female,Senior (>45)
78934,51,1.0,5.92,6.8,1,1,Sedang,Male,Senior (>45)
78935,19,1.0,7.03,4.6,1,0,Rendah,Male,Muda (<30)
78936,38,1.0,5.42,6.4,1,1,Sedang,Male,Dewasa (30-45)
78937,42,1.0,5.99,5.1,1,1,Sedang,Male,Dewasa (30-45)
78938,56,1.0,5.91,7.8,1,1,Sedang,Male,Senior (>45)
78939,26,1.0,5.56,4.9,1,1,Sedang,Male,Muda (<30)
78940,35,1.0,5.88,7.0,1,1,Sedang,Male,Dewasa (30-45)
78941,43,0.0,5.95,7.1,1,1,Sedang,Female,Dewasa (30-45)
78942,23,1.0,5.56,5.0,1,1,Sedang,Male,Muda (<30)
78943,47,0.0,7.4,5.6,1,1,Sedang,Female,Senior (>45)
78944,30,0.0,5.57,5.6,1,1,Sedang,Female,Muda (<30)
78945,38,1.0,8.04,5.1,1,1,Sedang,Male,Dewasa (30-45)
78946,19,1.0,6.35,6.8,1,1,Sedang,Male,Muda (<30)
78947,25,0.0,7.48,4.4,1,0,Rendah,Female,Muda (<30)
78948,33,0.0,5.98,6.3,1,1,Sedang,Female,Dewasa (30-45)
78949,27,1.0,4.99,5.6,1,1,Sedang,Male,Muda (<30)
78950,56,1.0,5.92,7.4,1,1,Sedang,Male,Senior (>45)
78951,44,1.0,5.43,6.3,1,1,Sedang,Male,Dewasa (30-45)
78952,48,1.0,7.32,4.2,1,0,Rendah,Male,Senior (>45)
78953,32,1.0,3.95,5.4,1,1,Sedang,Male,Dewasa (30-45)
78954,33,0.0,8.42,7.2,1,1,Sedang,Female,Dewasa (30-45)
78955,45,1.0,5.08,5.9,1,1,Sedang,Male,Dewasa (30-45)
78956,30,1.0,6.75,5.6,1,1,Sedang,Male,Muda (<30)
78957,33,1.0,6.39,4.9,1,1,Sedang,Male,Dewasa (30-45)
78958,34,1.0,7.03,7.1,1,1,Sedang,Male,Dewasa (30-45)
78959,37,1.0,5.96,5.1,1,1,Sedang,Male,Dewasa (30-45)
78960,38,1.0,5.92,8.0,1,1,Sedang,Male,Dewasa (30-45)
78961,40,1.0,6.46,4.9,1,1,Sedang,Male,Dewasa (30-45)
78962,32,0.0,5.55,7.4,1,1,Sedang,Female,Dewasa (30-45)
78963,27,1.0,5.88,6.3,1,1,Sedang,Male,Muda (<30)
78964,52,0.0,4.92,6.7,1,2,Tinggi,Female,Senior (>45)
78965,46,1.0,5.33,6.8,1,1,Sedang,Male,Senior (>45)
78966,18,1.0,8.55,1.0,1,0,Rendah,Male,Muda (<30)
78967,34,0.0,7.3,4.1,1,0,Rendah,Female,Dewasa (30-45)
78968,26,0.0,7.17,5.9,1,1,Sedang,Female,Muda (<30)
78969,38,0.0,6.3,7.9,1,1,Sedang,Female,Dewasa (30-45)
78970,33,1.0,5.95,4.6,1,1,Sedang,Male,Dewasa (30-45)
78971,18,0.0,5.82,6.9,1,1,Sedang,Female,Muda (<30)
78972,41,0.0,6.35,2.4,1,1,Sedang,Female,Dewasa (30-45)
78973,26,0.0,4.88,7.3,1,2,Tinggi,Female,Muda (<30)
78974,26,0.0,5.69,5.2,1,1,Sedang,Female,Muda (<30)
78975,19,0.0,5.09,5.5,1,1,Sedang,Female,Muda (<30)
78976,46,1.0,7.21,5.3,1,1,Sedang,Male,Senior (>45)
78977,36,0.0,5.86,6.3,1,1,Sedang,Female,Dewasa (30-45)
78978,33,1.0,5.54,7.6,1,1,Sedang,Male,Dewasa (30-45)
78979,39,0.0,4.59,5.8,1,1,Sedang,Female,Dewasa (30-45)
78980,28,1.0,6.52,6.7,1,1,Sedang,Male,Muda (<30)
78981,36,0.0,6.75,3.4,1,0,Rendah,Female,Dewasa (30-45)
78982,26,0.0,5.73,5.5,1,1,Sedang,Female,Muda (<30)
78983,20,1.0,6.01,9.0,1,1,Sedang,Male,Muda (<30)
78984,35,1.0,6.36,3.3,1,1,Sedang,Male,Dewasa (30-45)
78985,25,0.0,5.91,6.3,1,1,Sedang,Female,Muda (<30)
78986,42,1.0,6.16,5.8,1,1,Sedang,Male,Dewasa (30-45)
78987,32,0.0,5.64,8.7,1,1,Sedang,Female,Dewasa (30-45)
78988,26,0.0,9.19,4.2,1,0,Rendah,Female,Muda (<30)
78989,37,1.0,5.34,6.7,1,1,Sedang,Male,Dewasa (30-45)
78990,22,1.0,6.82,6.1,1,1,Sedang,Male,Muda (<30)
78991,43,1.0,3.97,9.2,1,2,Tinggi,Male,Dewasa (30-45)
78992,32,1.0,5.92,6.4,1,1,Sedang,Male,Dewasa (30-45)
78993,45,1.0,6.69,5.8,1,1,Sedang,Male,Dewasa (30-45)
78994,22,0.0,6.93,6.4,1,1,Sedang,Female,Muda (<30)
78995,30,1.0,5.05,5.0,1,1,Sedang,Male,Muda (<30)
78996,24,0.0,7.06,4.6,1,0,Rendah,Female,Muda (<30)
78997,20,1.0,6.69,5.6,1,1,Sedang,Male,Muda (<30)
78998,56,0.0,4.4,7.0,1,2,Tinggi,Female,Senior (>45)
78999,41,0.0,7.36,4.3,1,0,Rendah,Female,Dewasa (30-45)
79000,28,0.0,6.6,5.6,1,1,Sedang,Female,Muda (<30)
79001,26,1.0,8.27,6.9,1,1,Sedang,Male,Muda (<30)
79002,24,0.0,6.05,8.1,1,1,Sedang,Female,Muda (<30)
79003,19,1.0,6.17,7.1,1,1,Sedang,Male,Muda (<30)
79004,21,1.0,8.7,1.7,1,0,Rendah,Male,Muda (<30)
79005,21,1.0,9.32,2.5,1,0,Rendah,Male,Muda (<30)
79006,39,0.0,5.24,5.2,1,1,Sedang,Female,Dewasa (30-45)
79007,37,1.0,6.16,5.3,1,1,Sedang,Male,Dewasa (30-45)
79008,36,1.0,5.58,8.1,1,1,Sedang,Male,Dewasa (30-45)
79009,42,0.0,5.9,8.9,1,1,Sedang,Female,Dewasa (30-45)
79010,26,0.0,6.3,6.1,1,1,Sedang,Female,Muda (<30)
79011,28,1.0,5.34,6.6,1,1,Sedang,Male,Muda (<30)
79012,22,0.0,6.31,6.1,1,1,Sedang,Female,Muda (<30)
79013,36,0.0,8.16,1.0,1,0,Rendah,Female,Dewasa (30-45)
79014,53,1.0,8.06,3.7,1,0,Rendah,Male,Senior (>45)
79015,48,1.0,6.31,6.2,1,1,Sedang,Male,Senior (>45)
79016,35,,5.48,7.4,1,1,Sedang,,Dewasa (30-45)
79017,38,0.0,6.42,5.5,1,1,Sedang,Female,Dewasa (30-45)
79018,64,0.0,4.93,8.1,1,2,Tinggi,Female,Senior (>45)
79019,34,0.0,4.76,9.5,1,2,Tinggi,Female,Dewasa (30-45)
79020,48,1.0,8.88,1.0,1,0,Rendah,Male,Senior (>45)
79021,33,1.0,6.23,6.8,1,1,Sedang,Male,Dewasa (30-45)
79022,19,0.0,4.29,8.6,1,2,Tinggi,Female,Muda (<30)
79023,53,1.0,5.65,6.1,1,1,Sedang,Male,Senior (>45)
79024,22,0.0,5.83,6.5,1,1,Sedang,Female,Muda (<30)
79025,40,0.0,5.81,6.5,1,1,Sedang,Female,Dewasa (30-45)
79026,25,0.0,6.82,5.4,1,1,Sedang,Female,Muda (<30)
79027,50,0.0,6.54,5.0,1,0,Rendah,Female,Senior (>45)
79028,24,1.0,6.22,5.6,1,1,Sedang,Male,Muda (<30)
79029,22,0.0,4.46,6.7,1,2,Tinggi,Female,Muda (<30)
79030,31,1.0,5.05,5.7,1,1,Sedang,Male,Dewasa (30-45)
79031,33,1.0,7.84,2.6,1,0,Rendah,Male,Dewasa (30-45)
79032,45,0.0,5.44,6.1,1,1,Sedang,Female,Dewasa (30-45)
79033,43,0.0,6.21,5.7,1,1,Sedang,Female,Dewasa (30-45)
79034,28,1.0,5.01,8.1,1,1,Sedang,Male,Muda (<30)
79035,30,0.0,8.99,1.0,1,0,Rendah,Female,Muda (<30)
79036,36,1.0,6.58,5.6,1,1,Sedang,Male,Dewasa (30-45)
79037,35,0.0,6.24,4.7,1,1,Sedang,Female,Dewasa (30-45)
79038,48,0.0,6.14,7.4,1,1,Sedang,Female,Senior (>45)
79039,33,1.0,7.65,3.3,1,0,Rendah,Male,Dewasa (30-45)
79040,50,0.0,7.75,5.9,1,1,Sedang,Female,Senior (>45)
79041,24,1.0,7.33,4.9,1,0,Rendah,Male,Muda (<30)
79042,48,1.0,8.1,6.3,1,1,Sedang,Male,Senior (>45)
79043,27,1.0,4.62,6.9,1,2,Tinggi,Male,Muda (<30)
79044,44,1.0,5.33,6.1,1,1,Sedang,Male,Dewasa (30-45)
79045,36,1.0,6.58,4.8,1,0,Rendah,Male,Dewasa (30-45)
79046,49,1.0,5.27,5.8,1,1,Sedang,Male,Senior (>45)
79047,25,1.0,8.89,6.2,1,1,Sedang,Male,Muda (<30)
79048,40,1.0,7.3,2.2,1,0,Rendah,Male,Dewasa (30-45)
79049,47,1.0,5.95,6.0,1,1,Sedang,Male,Senior (>45)
79050,43,0.0,8.34,6.0,1,1,Sedang,Female,Dewasa (30-45)
79051,36,1.0,5.93,5.4,1,1,Sedang,Male,Dewasa (30-45)
79052,39,1.0,4.3,5.8,1,1,Sedang,Male,Dewasa (30-45)
79053,24,0.0,6.71,6.3,1,1,Sedang,Female,Muda (<30)
79054,25,0.0,4.8,9.3,1,2,Tinggi,Female,Muda (<30)
79055,26,1.0,6.49,7.4,1,1,Sedang,Male,Muda (<30)
79056,46,0.0,5.89,5.8,1,1,Sedang,Female,Senior (>45)
79057,23,0.0,6.02,6.3,1,1,Sedang,Female,Muda (<30)
79058,27,1.0,6.72,4.7,1,0,Rendah,Male,Muda (<30)
79059,52,1.0,8.62,5.2,1,1,Sedang,Male,Senior (>45)
79060,42,1.0,8.31,5.7,1,1,Sedang,Male,Dewasa (30-45)
79061,42,1.0,7.42,4.2,1,0,Rendah,Male,Dewasa (30-45)
79062,32,1.0,7.23,6.0,1,1,Sedang,Male,Dewasa (30-45)
79063,40,0.0,6.59,5.0,1,0,Rendah,Female,Dewasa (30-45)
79064,36,0.0,7.83,4.7,1,0,Rendah,Female,Dewasa (30-45)
79065,20,0.0,4.44,9.3,1,2,Tinggi,Female,Muda (<30)
79066,36,1.0,4.38,8.6,1,2,Tinggi,Male,Dewasa (30-45)
79067,32,,7.48,3.7,1,0,Rendah,,Dewasa (30-45)
79068,22,0.0,5.39,8.9,1,1,Sedang,Female,Muda (<30)
79069,28,1.0,5.64,7.1,1,1,Sedang,Male,Muda (<30)
79070,50,1.0,7.86,5.6,1,1,Sedang,Male,Senior (>45)
79071,45,1.0,5.64,5.4,1,1,Sedang,Male,Dewasa (30-45)
79072,51,1.0,7.94,4.2,1,0,Rendah,Male,Senior (>45)
79073,41,0.0,7.76,1.0,1,0,Rendah,Female,Dewasa (30-45)
79074,38,0.0,3.11,6.2,1,2,Tinggi,Female,Dewasa (30-45)
79075,22,1.0,6.74,6.0,1,1,Sedang,Male,Muda (<30)
79076,21,1.0,6.93,5.6,1,1,Sedang,Male,Muda (<30)
79077,26,0.0,7.01,6.3,1,1,Sedang,Female,Muda (<30)
79078,27,1.0,6.71,5.6,1,1,Sedang,Male,Muda (<30)
79079,37,1.0,5.6,4.3,1,1,Sedang,Male,Dewasa (30-45)
79080,49,1.0,7.42,5.2,1,1,Sedang,Male,Senior (>45)
79081,50,1.0,5.59,3.5,1,1,Sedang,Male,Senior (>45)
79082,40,0.0,5.48,9.1,1,1,Sedang,Female,Dewasa (30-45)
79083,36,1.0,3.92,5.8,1,1,Sedang,Male,Dewasa (30-45)
79084,26,1.0,4.94,6.0,1,1,Sedang,Male,Muda (<30)
79085,54,1.0,6.9,4.8,1,0,Rendah,Male,Senior (>45)
79086,39,1.0,8.3,4.4,1,0,Rendah,Male,Dewasa (30-45)
79087,34,1.0,4.8,8.2,1,2,Tinggi,Male,Dewasa (30-45)
79088,21,0.0,6.64,1.0,1,0,Rendah,Female,Muda (<30)
79089,46,0.0,7.79,4.6,1,0,Rendah,Female,Senior (>45)
79090,29,1.0,5.34,7.5,1,1,Sedang,Male,Muda (<30)
79091,50,1.0,9.49,3.2,1,0,Rendah,Male,Senior (>45)
79092,23,0.0,4.39,6.6,1,2,Tinggi,Female,Muda (<30)
79093,19,1.0,7.72,7.1,1,1,Sedang,Male,Muda (<30)
79094,31,0.0,5.81,8.0,1,1,Sedang,Female,Dewasa (30-45)
79095,20,0.0,5.93,5.2,1,1,Sedang,Female,Muda (<30)
79096,20,0.0,7.11,4.4,1,0,Rendah,Female,Muda (<30)
79097,41,0.0,7.36,3.8,1,0,Rendah,Female,Dewasa (30-45)
79098,26,1.0,5.73,7.4,1,1,Sedang,Male,Muda (<30)
79099,38,1.0,7.5,5.6,1,1,Sedang,Male,Dewasa (30-45)
79100,36,1.0,6.19,4.7,1,1,Sedang,Male,Dewasa (30-45)
79101,23,0.0,5.1,8.6,1,1,Sedang,Female,Muda (<30)
79102,30,1.0,6.29,5.7,1,1,Sedang,Male,Muda (<30)
79103,20,1.0,5.89,5.3,1,1,Sedang,Male,Muda (<30)
79104,31,1.0,7.04,4.2,1,0,Rendah,Male,Dewasa (30-45)
79105,24,0.0,3.97,7.0,1,2,Tinggi,Female,Muda (<30)
79106,21,0.0,5.26,5.1,1,1,Sedang,Female,Muda (<30)
79107,27,0.0,8.59,6.5,1,1,Sedang,Female,Muda (<30)
79108,18,0.0,4.83,7.1,1,2,Tinggi,Female,Muda (<30)
79109,43,0.0,8.5,4.7,1,0,Rendah,Female,Dewasa (30-45)
79110,23,1.0,7.6,5.5,1,1,Sedang,Male,Muda (<30)
79111,38,1.0,6.22,6.8,1,1,Sedang,Male,Dewasa (30-45)
79112,46,1.0,5.57,7.3,1,1,Sedang,Male,Senior (>45)
79113,52,1.0,8.08,1.3,1,0,Rendah,Male,Senior (>45)
79114,35,0.0,4.99,4.7,1,1,Sedang,Female,Dewasa (30-45)
79115,44,1.0,6.07,6.3,1,1,Sedang,Male,Dewasa (30-45)
79116,32,1.0,6.14,5.4,1,1,Sedang,Male,Dewasa (30-45)
79117,33,1.0,6.87,6.1,1,1,Sedang,Male,Dewasa (30-45)
79118,35,,4.87,3.9,1,1,Sedang,,Dewasa (30-45)
79119,39,0.0,7.07,6.9,1,1,Sedang,Female,Dewasa (30-45)
79120,39,,6.99,3.8,1,0,Rendah,,Dewasa (30-45)
79121,44,1.0,7.06,6.0,1,1,Sedang,Male,Dewasa (30-45)
79122,37,1.0,7.3,6.0,1,1,Sedang,Male,Dewasa (30-45)
79123,49,1.0,7.4,4.4,1,0,Rendah,Male,Senior (>45)
79124,41,1.0,5.44,6.0,1,1,Sedang,Male,Dewasa (30-45)
79125,53,,6.9,6.2,1,1,Sedang,,Senior (>45)
79126,42,1.0,7.66,5.1,1,1,Sedang,Male,Dewasa (30-45)
79127,42,1.0,5.44,8.3,1,1,Sedang,Male,Dewasa (30-45)
79128,48,1.0,8.22,5.3,1,1,Sedang,Male,Senior (>45)
79129,39,0.0,6.95,4.6,1,0,Rendah,Female,Dewasa (30-45)
79130,24,1.0,3.86,7.2,1,2,Tinggi,Male,Muda (<30)
79131,21,0.0,7.1,5.0,1,0,Rendah,Female,Muda (<30)
79132,27,1.0,8.27,4.7,1,0,Rendah,Male,Muda (<30)
79133,45,1.0,6.63,5.9,1,1,Sedang,Male,Dewasa (30-45)
79134,18,0.0,5.92,5.6,1,1,Sedang,Female,Muda (<30)
79135,23,0.0,6.14,3.7,1,1,Sedang,Female,Muda (<30)
79136,21,0.0,8.03,2.8,1,0,Rendah,Female,Muda (<30)
79137,19,0.0,8.83,4.5,1,0,Rendah,Female,Muda (<30)
79138,45,1.0,6.16,7.7,1,1,Sedang,Male,Dewasa (30-45)
79139,26,0.0,5.83,7.7,1,1,Sedang,Female,Muda (<30)
79140,41,0.0,6.73,5.6,1,1,Sedang,Female,Dewasa (30-45)
79141,23,0.0,6.95,5.3,1,1,Sedang,Female,Muda (<30)
79142,30,1.0,7.78,2.0,1,0,Rendah,Male,Muda (<30)
79143,22,0.0,6.88,7.9,1,1,Sedang,Female,Muda (<30)
79144,18,0.0,7.03,6.9,1,1,Sedang,Female,Muda (<30)
79145,37,1.0,8.79,3.7,1,0,Rendah,Male,Dewasa (30-45)
79146,33,0.0,7.8,6.6,1,1,Sedang,Female,Dewasa (30-45)
79147,31,1.0,6.65,1.4,1,0,Rendah,Male,Dewasa (30-45)
79148,20,0.0,6.78,4.9,1,0,Rendah,Female,Muda (<30)
79149,36,0.0,7.55,6.3,1,1,Sedang,Female,Dewasa (30-45)
79150,44,0.0,6.47,6.6,1,1,Sedang,Female,Dewasa (30-45)
79151,20,1.0,7.1,4.8,1,0,Rendah,Male,Muda (<30)
79152,31,0.0,7.32,2.7,1,0,Rendah,Female,Dewasa (30-45)
79153,27,0.0,5.69,5.9,1,1,Sedang,Female,Muda (<30)
79154,50,0.0,5.44,7.3,1,1,Sedang,Female,Senior (>45)
79155,26,1.0,5.74,9.1,1,1,Sedang,Male,Muda (<30)
79156,54,0.0,8.03,4.4,1,0,Rendah,Female,Senior (>45)
79157,46,0.0,7.41,4.5,1,0,Rendah,Female,Senior (>45)
79158,21,0.0,7.7,4.2,1,0,Rendah,Female,Muda (<30)
79159,33,0.0,5.95,5.3,1,1,Sedang,Female,Dewasa (30-45)
79160,38,0.0,6.2,6.1,1,1,Sedang,Female,Dewasa (30-45)
79161,36,1.0,7.91,4.8,1,0,Rendah,Male,Dewasa (30-45)
79162,39,0.0,6.29,5.0,1,1,Sedang,Female,Dewasa (30-45)
79163,31,0.0,7.02,5.3,1,1,Sedang,Female,Dewasa (30-45)
79164,51,0.0,6.45,4.1,1,1,Sedang,Female,Senior (>45)
79165,26,0.0,6.01,6.0,1,1,Sedang,Female,Muda (<30)
79166,21,1.0,5.7,5.9,1,1,Sedang,Male,Muda (<30)
79167,60,0.0,6.73,4.6,1,0,Rendah,Female,Senior (>45)
79168,38,0.0,6.15,4.6,1,1,Sedang,Female,Dewasa (30-45)
79169,39,1.0,6.89,7.2,1,1,Sedang,Male,Dewasa (30-45)
79170,45,,7.95,6.3,1,1,Sedang,,Dewasa (30-45)
79171,31,1.0,7.76,2.4,1,0,Rendah,Male,Dewasa (30-45)
79172,30,1.0,6.54,6.5,1,1,Sedang,Male,Muda (<30)
79173,55,0.0,8.51,2.2,1,0,Rendah,Female,Senior (>45)
79174,30,1.0,6.52,4.1,1,0,Rendah,Male,Muda (<30)
79175,20,0.0,8.16,5.3,1,1,Sedang,Female,Muda (<30)
79176,27,1.0,6.64,6.4,1,1,Sedang,Male,Muda (<30)
79177,49,1.0,7.42,5.1,1,1,Sedang,Male,Senior (>45)
79178,21,,7.61,3.4,1,0,Rendah,,Muda (<30)
79179,41,1.0,5.7,4.6,1,1,Sedang,Male,Dewasa (30-45)
79180,26,1.0,5.66,3.5,1,1,Sedang,Male,Muda (<30)
79181,42,1.0,4.58,5.9,1,1,Sedang,Male,Dewasa (30-45)
79182,34,1.0,6.27,7.7,1,1,Sedang,Male,Dewasa (30-45)
79183,38,1.0,7.92,3.4,1,0,Rendah,Male,Dewasa (30-45)
79184,25,1.0,5.65,6.1,1,1,Sedang,Male,Muda (<30)
79185,23,0.0,6.55,4.1,1,0,Rendah,Female,Muda (<30)
79186,20,1.0,6.18,2.5,1,1,Sedang,Male,Muda (<30)
79187,46,1.0,5.58,5.2,1,1,Sedang,Male,Senior (>45)
79188,41,1.0,6.01,4.9,1,1,Sedang,Male,Dewasa (30-45)
79189,27,0.0,7.82,4.2,1,0,Rendah,Female,Muda (<30)
79190,46,1.0,4.97,5.4,1,1,Sedang,Male,Senior (>45)
79191,46,1.0,5.08,5.4,1,1,Sedang,Male,Senior (>45)
79192,22,1.0,6.74,6.1,1,1,Sedang,Male,Muda (<30)
79193,41,1.0,6.35,5.9,1,1,Sedang,Male,Dewasa (30-45)
79194,27,0.0,6.93,6.3,1,1,Sedang,Female,Muda (<30)
79195,32,1.0,6.78,5.8,1,1,Sedang,Male,Dewasa (30-45)
79196,31,0.0,5.99,6.9,1,1,Sedang,Female,Dewasa (30-45)
79197,37,0.0,7.92,5.4,1,1,Sedang,Female,Dewasa (30-45)
79198,28,1.0,4.82,5.4,1,1,Sedang,Male,Muda (<30)
79199,20,0.0,6.49,6.4,1,1,Sedang,Female,Muda (<30)
79200,39,0.0,6.69,5.0,1,0,Rendah,Female,Dewasa (30-45)
79201,57,1.0,5.99,5.5,1,1,Sedang,Male,Senior (>45)
79202,39,0.0,7.21,5.0,1,0,Rendah,Female,Dewasa (30-45)
79203,35,0.0,6.14,4.0,1,1,Sedang,Female,Dewasa (30-45)
79204,23,1.0,6.92,5.7,1,1,Sedang,Male,Muda (<30)
79205,38,1.0,4.68,3.6,1,1,Sedang,Male,Dewasa (30-45)
79206,37,1.0,4.1,7.8,1,2,Tinggi,Male,Dewasa (30-45)
79207,37,1.0,7.36,4.8,1,0,Rendah,Male,Dewasa (30-45)
79208,50,0.0,6.34,7.0,1,1,Sedang,Female,Senior (>45)
79209,41,1.0,5.82,7.1,1,1,Sedang,Male,Dewasa (30-45)
79210,44,1.0,6.98,5.4,1,1,Sedang,Male,Dewasa (30-45)
79211,27,0.0,6.65,6.8,1,1,Sedang,Female,Muda (<30)
79212,26,0.0,9.11,5.0,1,0,Rendah,Female,Muda (<30)
79213,24,0.0,7.11,5.0,1,0,Rendah,Female,Muda (<30)
79214,43,0.0,7.93,6.9,1,1,Sedang,Female,Dewasa (30-45)
79215,40,0.0,5.33,5.8,1,1,Sedang,Female,Dewasa (30-45)
79216,28,0.0,7.87,7.3,1,1,Sedang,Female,Muda (<30)
79217,23,1.0,7.8,5.9,1,1,Sedang,Male,Muda (<30)
79218,47,0.0,4.99,7.2,1,2,Tinggi,Female,Senior (>45)
79219,30,0.0,7.85,5.4,1,1,Sedang,Female,Muda (<30)
79220,24,0.0,6.6,5.7,1,1,Sedang,Female,Muda (<30)
79221,23,0.0,6.06,5.4,1,1,Sedang,Female,Muda (<30)
79222,52,1.0,8.19,6.5,1,1,Sedang,Male,Senior (>45)
79223,22,0.0,4.62,6.6,1,2,Tinggi,Female,Muda (<30)
79224,29,0.0,6.25,5.4,1,1,Sedang,Female,Muda (<30)
79225,38,1.0,6.36,5.8,1,1,Sedang,Male,Dewasa (30-45)
79226,30,0.0,3.93,7.5,1,2,Tinggi,Female,Muda (<30)
79227,33,0.0,6.88,4.9,1,0,Rendah,Female,Dewasa (30-45)
79228,45,1.0,6.54,6.2,1,1,Sedang,Male,Dewasa (30-45)
79229,69,0.0,7.43,5.6,1,1,Sedang,Female,Senior (>45)
79230,32,0.0,6.57,5.3,1,1,Sedang,Female,Dewasa (30-45)
79231,29,1.0,5.81,4.8,1,1,Sedang,Male,Muda (<30)
79232,30,1.0,3.8,6.3,1,2,Tinggi,Male,Muda (<30)
79233,29,0.0,6.68,6.3,1,1,Sedang,Female,Muda (<30)
79234,33,1.0,5.77,4.9,1,1,Sedang,Male,Dewasa (30-45)
79235,28,0.0,6.55,5.7,1,1,Sedang,Female,Muda (<30)
79236,32,1.0,6.17,4.8,1,1,Sedang,Male,Dewasa (30-45)
79237,55,1.0,5.29,8.2,1,1,Sedang,Male,Senior (>45)
79238,27,0.0,5.04,6.1,1,1,Sedang,Female,Muda (<30)
79239,38,0.0,6.71,6.4,1,1,Sedang,Female,Dewasa (30-45)
79240,33,1.0,5.65,4.8,1,1,Sedang,Male,Dewasa (30-45)
79241,42,1.0,7.63,2.7,1,0,Rendah,Male,Dewasa (30-45)
79242,33,1.0,7.64,6.1,1,1,Sedang,Male,Dewasa (30-45)
79243,23,0.0,4.94,6.6,1,2,Tinggi,Female,Muda (<30)
79244,48,1.0,7.72,4.5,1,0,Rendah,Male,Senior (>45)
79245,39,0.0,7.12,3.4,1,0,Rendah,Female,Dewasa (30-45)
79246,34,0.0,6.57,5.1,1,1,Sedang,Female,Dewasa (30-45)
79247,46,1.0,6.78,6.5,1,1,Sedang,Male,Senior (>45)
79248,59,1.0,7.75,2.0,1,0,Rendah,Male,Senior (>45)
79249,30,1.0,6.23,5.1,1,1,Sedang,Male,Muda (<30)
79250,29,1.0,6.23,5.4,1,1,Sedang,Male,Muda (<30)
79251,42,1.0,6.4,4.5,1,1,Sedang,Male,Dewasa (30-45)
79252,32,1.0,6.65,5.1,1,1,Sedang,Male,Dewasa (30-45)
79253,21,0.0,6.0,5.9,1,1,Sedang,Female,Muda (<30)
79254,29,1.0,6.13,6.7,1,1,Sedang,Male,Muda (<30)
79255,45,1.0,9.14,5.9,1,1,Sedang,Male,Dewasa (30-45)
79256,41,0.0,8.73,3.7,1,0,Rendah,Female,Dewasa (30-45)
79257,48,0.0,5.29,5.1,1,1,Sedang,Female,Senior (>45)
79258,23,1.0,7.08,5.8,1,1,Sedang,Male,Muda (<30)
79259,26,0.0,7.58,6.3,1,1,Sedang,Female,Muda (<30)
79260,25,1.0,4.96,7.1,1,2,Tinggi,Male,Muda (<30)
79261,58,1.0,7.34,4.8,1,0,Rendah,Male,Senior (>45)
79262,23,1.0,7.23,5.4,1,1,Sedang,Male,Muda (<30)
79263,37,1.0,5.51,5.9,1,1,Sedang,Male,Dewasa (30-45)
79264,38,0.0,8.08,4.8,1,0,Rendah,Female,Dewasa (30-45)
79265,37,0.0,8.28,2.1,1,0,Rendah,Female,Dewasa (30-45)
79266,40,1.0,9.03,5.3,1,1,Sedang,Male,Dewasa (30-45)
79267,33,1.0,6.68,6.7,1,1,Sedang,Male,Dewasa (30-45)
79268,21,1.0,4.97,5.0,1,1,Sedang,Male,Muda (<30)
79269,40,1.0,4.48,6.3,1,2,Tinggi,Male,Dewasa (30-45)
79270,27,0.0,5.78,6.7,1,1,Sedang,Female,Muda (<30)
79271,20,1.0,5.76,4.1,1,1,Sedang,Male,Muda (<30)
79272,23,0.0,6.71,3.7,1,0,Rendah,Female,Muda (<30)
79273,27,0.0,5.52,6.7,1,1,Sedang,Female,Muda (<30)
79274,31,1.0,7.37,5.2,1,1,Sedang,Male,Dewasa (30-45)
79275,48,0.0,5.39,6.3,1,1,Sedang,Female,Senior (>45)
79276,35,0.0,4.15,7.4,1,2,Tinggi,Female,Dewasa (30-45)
79277,32,1.0,4.42,5.8,1,1,Sedang,Male,Dewasa (30-45)
79278,24,1.0,6.52,2.1,1,0,Rendah,Male,Muda (<30)
79279,56,0.0,4.83,9.9,1,2,Tinggi,Female,Senior (>45)
79280,51,1.0,6.08,8.7,1,1,Sedang,Male,Senior (>45)
79281,45,1.0,4.31,6.4,1,2,Tinggi,Male,Dewasa (30-45)
79282,28,0.0,5.52,6.4,1,1,Sedang,Female,Muda (<30)
79283,35,1.0,5.88,5.2,1,1,Sedang,Male,Dewasa (30-45)
79284,30,1.0,5.55,5.6,1,1,Sedang,Male,Muda (<30)
79285,30,0.0,6.61,4.3,1,0,Rendah,Female,Muda (<30)
79286,20,1.0,5.54,5.3,1,1,Sedang,Male,Muda (<30)
79287,22,1.0,5.79,8.6,1,1,Sedang,Male,Muda (<30)
79288,57,0.0,6.11,6.4,1,1,Sedang,Female,Senior (>45)
79289,37,1.0,6.8,4.4,1,0,Rendah,Male,Dewasa (30-45)
79290,18,1.0,7.49,2.6,1,0,Rendah,Male,Muda (<30)
79291,45,1.0,8.01,4.3,1,0,Rendah,Male,Dewasa (30-45)
79292,21,1.0,9.18,2.0,1,0,Rendah,Male,Muda (<30)
79293,41,0.0,8.02,4.5,1,0,Rendah,Female,Dewasa (30-45)
79294,37,1.0,5.93,5.3,1,1,Sedang,Male,Dewasa (30-45)
